150	15556	15562	15562	15561	15361	15338	
151	15557	15563	15558	15563	15442	15466	
152	15559	15562	15562	15562	15432	15403	
153	15557	15564	15563	15562	15385	15390	
154	15558	15564	15565	15560	15453	15458	
155	15558	15565	15568	15561	15345	15307	
156	15562	15568	15566	15562	15351	15361	
157	15560	15564	15565	15558	15330	15318	
158	15558	15565	15567	15561	15247	15236	
159	15563	15562	15565	15561	15295	15293	
160	15557	15562	15562	15560	15239	15226	
161	15561	15562	15560	15563	15224	15203	
162	15558	15565	15562	15563	15273	15276	
163	15561	15560	15562	15563	15236	15210	
164	15558	15560	15567	15566	15235	15224	
165	15557	15564	15563	15563	15243	15251	
166	15554	15566	15566	15566	15197	15171	
167	15558	15561	15568	15564	15209	15220	
168	15560	15560	15565	15562	15168	15165	
169	15554	15567	15564	15562	15144	15116	
170	15561	15561	15568	15560	15150	15164	
171	15553	15559	15564	15557	15102	15064	
172	15558	15563	15568	15562	15126	15120	
173	15559	15561	15561	15564	15134	15136	
174	15556	15567	15569	15559	15167	15141	
175	15554	15563	15566	15558	15176	15189	
176	15552	15563	15567	15560	15186	15178	
177	15561	15571	15563	15557	15242	15240	
178	15562	15563	15565	15562	15162	15155	
179	15558	15558	15566	15564	15178	15172	
180	15560	15563	15566	15559	15151	15141	
181	15556	15565	15564	15562	15106	15098	
182	15559	15561	15564	15559	15181	15171	
183	15558	15566	15560	15557	15098	15076	
184	15564	15565	15564	15562	15202	15207	
185	15558	15564	15570	15559	15257	15246	
186	15556	15566	15559	15563	15253	15250	
187	15556	15565	15565	15564	15396	15400	
188	15559	15562	15565	15561	15366	15355	
189	15560	15569	15559	15561	15419	15431	
190	15564	15558	15563	15562	15458	15443	
191	15555	15566	15562	15562	15408	15403	
192	15563	15566	15564	15563	15443	15454	
193	15557	15559	15562	15565	15435	15418	
194	15558	15561	15564	15560	15412	15414	
195	15562	15567	15568	15564	15438	15440	
196	15559	15567	15562	15558	15476	15464	
197	15559	15562	15565	15560	15461	15462	
198	15557	15563	15559	15559	15498	15486	
199	15561	15562	15568	15559	15500	15486	
200	15559	15569	15563	15563	15492	15492	
201	15562	15563	15563	15561	15545	15538	
202	15556	15569	15565	15568	15467	15444	
203	15558	15563	15567	15563	15475	15487	
204	15560	15562	15567	15563	15498	15485	
205	15557	15560	15562	15560	15426	15424	
206	15558	15563	15564	15561	15477	15482	
207	15558	15561	15564	15567	15456	15422	
208	15556	15561	15563	15561	15432	15434	
209	15559	15564	15567	15563	15471	15460	
210	15559	15563	15560	15564	15402	15373	
211	15556	15565	15565	15558	15409	15424	
212	15561	15564	15562	15561	15405	15385	
213	15558	15568	15562	15565	15329	15313	
214	15554	15562	15563	15557	15353	15351	
215	15563	15562	15561	15560	15316	15290	
216	15561	15563	15565	15563	15276	15269	
217	15556	15561	15568	15563	15314	15314	
218	15559	15565	15563	15561	15259	15232	
219	15561	15560	15561	15562	15259	15273	
220	15559	15563	15563	15559	15249	15234	
221	15561	15563	15563	15562	15175	15144	
222	15559	15565	15563	15563	15178	15196	
223	15556	15566	15567	15562	15116	15078	
224	15560	15561	15564	15564	15065	15059	
225	15561	15561	15564	15561	15088	15089	
226	15559	15563	15564	15563	15054	15023	
227	15557	15573	15565	15560	15077	15089	
228	15553	15563	15566	15567	15096	15073	
229	15561	15568	15566	15561	15073	15066	
230	15560	15561	15564	15563	15099	15108	
231	15557	15565	15566	15558	15073	15054	
232	15557	15562	15563	15563	15042	15044	
233	15557	15561	15564	15563	15047	15044	
234	15559	15566	15562	15565	15032	15017	
235	15559	15563	15568	15562	15021	15020	
236	15563	15564	15565	15558	15068	15068	
237	15558	15562	15563	15560	15118	15103	
238	15558	15567	15565	15566	15139	15141	
239	15556	15563	15564	15565	15209	15216	
240	15559	15563	15563	15560	15217	15195	
241	15560	15562	15565	15566	15245	15262	
242	15557	15561	15566	15559	15249	15241	
243	15559	15564	15565	15565	15189	15166	
244	15556	15563	15563	15563	15205	15225	
245	15562	15569	15565	15565	15177	15138	
246	15554	15563	15567	15557	15157	15159	
247	15560	15563	15567	15560	15211	15200	
248	15559	15565	15564	15559	15219	15194	
249	15555	15561	15568	15564	15294	15312	
250	15561	15563	15565	15562	15362	15338	
251	15560	15566	15561	15562	15414	15409	
252	15560	15572	15560	15569	15481	15480	
253	15558	15566	15566	15558	15544	15532	
254	15556	15565	15568	15561	15516	15525	
255	15559	15567	15564	15562	15532	15531	
256	15559	15572	15567	15557	15549	15545	
257	15555	15561	15563	15561	15482	15472	
258	15559	15564	15566	15562	15507	15500	
259	15560	15563	15569	15564	15440	15410	
260	15557	15565	15565	15564	15410	15411	
261	15559	15565	15565	15562	15472	15462	
262	15557	15564	15562	15559	15379	15359	
263	15556	15566	15567	15559	15431	15437	
264	15558	15567	15566	15564	15428	15405	
265	15557	15561	15563	15562	15350	15351	
266	15558	15566	15564	15559	15382	15387	
267	15559	15560	15566	15565	15316	15293	
268	15555	15567	15566	15559	15254	15250	
269	15560	15562	15564	15564	15241	15218	
270	15559	15562	15566	15565	15169	15153	
271	15555	15564	15562	15562	15179	15166	
272	15559	15565	15567	15566	15198	15178	
273	15555	15564	15564	15565	15165	15144	
274	15555	15563	15565	15565	15226	15235	
275	15561	15566	15565	15561	15262	15241	
276	15560	15565	15561	15557	15234	15221	
277	15557	15565	15563	15565	15269	15271	
278	15560	15563	15566	15562	15214	15179	
279	15563	15565	15566	15559	15192	15202	
280	15557	15563	15568	15559	15172	15153	
281	15563	15562	15568	15564	15106	15083	
282	15558	15562	15562	15563	15120	15135	
283	15562	15560	15566	15561	15106	15073	
284	15553	15561	15561	15557	15097	15099	
285	15562	15566	15564	15565	15099	15099	
286	15561	15561	15563	15559	15121	15100	
287	15556	15564	15561	15564	15103	15113	
288	15555	15567	15564	15562	15087	15075	
289	15556	15562	15568	15562	15077	15065	
290	15560	15566	15563	15562	15046	15051	
291	15561	15565	15564	15562	15088	15070	
292	15554	15561	15564	15559	15066	15049	
293	15559	15564	15564	15567	15090	15099	
294	15562	15565	15563	15562	15156	15144	
295	15559	15559	15560	15562	15160	15150	
296	15560	15561	15565	15560	15224	15221	
297	15556	15562	15565	15561	15239	15219	
298	15556	15561	15563	15560	15265	15283	
299	15560	15564	15561	15559	15316	15311	
300	15554	15567	15559	15562	15301	15293	
301	15561	15561	15565	15562	15364	15381	
302	15561	15563	15561	15563	15387	15369	
303	15558	15561	15561	15564	15408	15411	
304	15560	15560	15565	15559	15443	15439	
305	15560	15558	15565	15561	15444	15430	
306	15557	15562	15563	15563	15482	15476	
307	15562	15563	15565	15559	15454	15447	
308	15562	15560	15567	15564	15475	15464	
309	15558	15563	15563	15565	15471	15469	
310	15559	15562	15558	15562	15445	15441	
311	15564	15559	15561	15563	15487	15479	
312	15560	15563	15559	15562	15471	15476	
313	15560	15562	15568	15559	15498	15491	
314	15558	15565	15566	15561	15503	15490	
315	15555	15567	15567	15559	15478	15480	
316	15557	15567	15564	15561	15525	15505	
317	15561	15564	15564	15562	15479	15472	
318	15559	15565	15564	15561	15460	15453	
319	15558	15563	15562	15558	15476	15450	
320	15558	15565	15561	15561	15422	15417	
321	15558	15563	15564	15558	15459	15436	
322	15559	15566	15559	15561	15431	15419	
323	15555	15564	15561	15562	15400	15397	
324	15558	15566	15562	15565	15431	15415	
325	15561	15561	15565	15561	15362	15351	
326	15561	15564	15563	15562	15352	15332	
327	15560	15562	15566	15567	15318	15303	
328	15557	15568	15567	15560	15244	15229	
329	15563	15563	15566	15565	15213	15196	
330	15558	15565	15566	15562	15176	15166	
331	15556	15563	15560	15561	15166	15150	
332	15561	15561	15564	15558	15164	15156	
333	15561	15562	15562	15559	15110	15098	
334	15559	15562	15567	15560	15144	15143	
335	15554	15562	15567	15561	15120	15114	
336	15561	15563	15564	15561	15074	15058	
337	15560	15560	15563	15564	15095	15096	
338	15560	15565	15564	15560	15046	15030	
339	15557	15568	15568	15558	15024	15021	
340	15557	15564	15561	15563	15023	15021	
341	15562	15565	15567	15563	14998	14982	
342	15557	15564	15564	15561	15021	15035	
343	15557	15565	15562	15560	15010	14998	
344	15562	15560	15562	15566	15015	15010	
345	15560	15567	15563	15559	15011	15004	
346	15557	15567	15565	15560	15024	14999	
347	15559	15567	15570	15565	15012	15008	
348	15553	15556	15560	15562	15012	14992	
349	15558	15564	15562	15560	15015	15013	
350	15559	15563	15565	15562	15021	15013	
351	15557	15566	15563	15563	15081	15080	
352	15560	15563	15566	15564	15077	15071	
353	15562	15565	15564	15562	15121	15122	
354	15556	15568	15569	15561	15193	15196	
355	15559	15564	15563	15559	15166	15161	
356	15558	15559	15562	15563	15237	15235	
357	15559	15561	15569	15560	15227	15209	
358	15557	15568	15563	15568	15218	15219	
359	15556	15563	15568	15555	15244	15228	
360	15555	15558	15562	15565	15218	15213	
361	15559	15562	15561	15557	15306	15309	
362	15559	15563	15565	15563	15297	15284	
363	15550	15561	15567	15562	15343	15356	
364	15557	15566	15561	15557	15415	15415	
365	15564	15561	15569	15559	15409	15404	
366	15562	15559	15565	15568	15468	15468	
367	15561	15563	15566	15562	15425	15411	
368	15562	15561	15561	15564	15430	15425	
369	15555	15567	15568	15560	15447	15437	
370	15557	15565	15561	15566	15387	15376	
371	15561	15564	15571	15560	15414	15402	
372	15558	15563	15566	15560	15407	15400	
373	15559	15562	15562	15565	15433	15419	
374	15559	15563	15566	15562	15478	15475	
375	15559	15567	15568	15564	15464	15454	
376	15563	15563	15560	15562	15497	15482	
377	15556	15559	15566	15559	15516	15517	
378	15560	15561	15566	15562	15475	15459	
379	15557	15563	15566	15560	15482	15489	
380	15557	15566	15565	15563	15434	15430	
381	15559	15565	15563	15562	15398	15379	
382	15559	15561	15564	15561	15420	15421	
383	15557	15563	15563	15562	15312	15287	
384	15556	15562	15566	15560	15331	15326	
385	15561	15562	15563	15560	15343	15326	
386	15558	15567	15564	15563	15253	15229	
387	15556	15564	15562	15562	15335	15336	
388	15556	15564	15568	15563	15306	15283	
389	15562	15564	15567	15563	15297	15295	
390	15559	15563	15563	15558	15326	15308	
391	15562	15564	15563	15561	15243	15235	
392	15559	15566	15560	15562	15252	15259	
393	15561	15565	15562	15564	15204	15189	
394	15555	15566	15562	15559	15119	15105	
395	15561	15561	15562	15563	15121	15108	
396	15561	15565	15566	15566	15107	15099	
397	15561	15565	15566	15559	15095	15075	
398	15556	15560	15569	15565	15142	15140	
399	15563	15566	15564	15563	15168	15165	
400	15566	15563	15562	15556	15201	15191	
401	15560	15566	15562	15560	15244	15258	
402	15561	15563	15563	15562	15183	15164	
403	15564	15568	15567	15565	15183	15189	
404	15562	15566	15566	15559	15138	15131	
405	15558	15564	15564	15564	15045	15013	
406	15563	15563	15562	15565	15063	15071	
407	15558	15562	15560	15557	15016	14988	
408	15561	15567	15563	15563	15051	15049	
409	15560	15566	15564	15561	15102	15101	
410	15559	15562	15564	15557	15119	15102	
411	15562	15566	15561	15557	15232	15249	
412	15562	15560	15569	15559	15233	15216	
413	15556	15565	15565	15562	15263	15253	
414	15561	15562	15565	15562	15279	15279	
415	15557	15563	15564	15565	15262	15246	
416	15556	15565	15569	15558	15296	15301	
417	15558	15563	15565	15564	15276	15267	
418	15558	15561	15562	15559	15322	15318	
419	15561	15563	15567	15562	15351	15358	
420	15558	15560	15566	15563	15356	15355	
421	15561	15563	15566	15562	15394	15383	
422	15560	15558	15564	15566	15382	15387	
423	15560	15566	15561	15563	15404	15395	
424	15560	15563	15569	15559	15387	15373	
425	15558	15568	15561	15564	15362	15357	
426	15562	15560	15561	15560	15390	15376	
427	15560	15566	15567	15561	15390	15388	
428	15560	15566	15563	15562	15385	15377	
429	15557	15561	15563	15565	15416	15395	
430	15563	15560	15562	15565	15415	15416	
431	15562	15563	15565	15557	15415	15405	
432	15555	15565	15564	15561	15426	15417	
433	15560	15565	15564	15557	15386	15367	
434	15558	15561	15566	15560	15388	15390	
435	15564	15562	15565	15566	15386	15375	
436	15553	15565	15564	15562	15361	15359	
437	15561	15562	15568	15560	15418	15418	
438	15560	15562	15566	15563	15367	15356	
439	15558	15565	15567	15559	15393	15404	
440	15560	15564	15568	15556	15405	15376	
441	15556	15564	15563	15563	15346	15342	
442	15559	15566	15561	15569	15387	15384	
443	15561	15564	15566	15559	15302	15284	
444	15564	15564	15564	15562	15294	15306	
445	15560	15564	15566	15561	15293	15282	
446	15557	15568	15567	15562	15218	15206	
447	15559	15564	15567	15561	15216	15217	
448	15556	15566	15561	15561	15173	15156	
449	15557	15561	15569	15561	15121	15117	
450	15557	15567	15570	15559	15146	15128	
451	15556	15566	15566	15560	15105	15093	
452	15554	15562	15559	15558	15080	15063	
453	15560	15567	15568	15563	15144	15145	
454	15557	15560	15572	15560	15111	15097	
455	15556	15564	15563	15562	15140	15134	
456	15565	15560	15564	15566	15185	15185	
457	15557	15565	15564	15562	15086	15063	
458	15562	15560	15561	15559	15174	15189	
459	15560	15559	15563	15559	15072	15045	
460	15558	15568	15563	15563	15018	15009	
461	15560	15566	15568	15562	15089	15091	
462	15559	15566	15567	15560	14961	14938	
463	15557	15562	15563	15563	15064	15074	
464	15559	15558	15568	15558	15055	15031	
465	15556	15564	15563	15561	15027	15016	
466	15554	15562	15568	15559	15157	15161	
467	15565	15563	15565	15561	15089	15063	
468	15559	15562	15560	15558	15133	15134	
469	15555	15560	15561	15558	15141	15142	
470	15557	15564	15568	15564	15089	15081	
471	15556	15562	15565	15558	15136	15124	
472	15557	15563	15564	15559	15115	15110	
473	15558	15565	15563	15561	15141	15126	
474	15561	15564	15564	15560	15182	15187	
475	15560	15560	15563	15563	15215	15207	
476	15555	15568	15561	15558	15264	15252	
477	15559	15564	15561	15558	15304	15317	
478	15558	15564	15561	15561	15339	15318	
479	15553	15565	15565	15561	15357	15368	
480	15555	15561	15566	15565	15382	15383	
481	15558	15562	15564	15564	15428	15402	
482	15561	15561	15565	15564	15440	15465	
483	15559	15563	15568	15561	15459	15437	
484	15559	15561	15565	15563	15483	15483	
485	15556	15563	15565	15563	15475	15480	
486	15558	15568	15562	15560	15526	15508	
487	15555	15563	15564	15558	15494	15506	
488	15556	15562	15562	15558	15491	15493	
489	15559	15560	15565	15561	15546	15540	
490	15561	15564	15566	15563	15491	15491	
491	15554	15568	15564	15559	15547	15540	
492	15557	15564	15563	15557	15541	15524	
493	15557	15562	15562	15559	15507	15504	
494	15559	15562	15561	15564	15557	15546	
495	15563	15563	15562	15560	15477	15456	
496	15557	15559	15567	15559	15476	15485	
497	15562	15560	15566	15563	15462	15440	
498	15554	15568	15561	15559	15413	15407	
499	15562	15557	15565	15562	15427	15432	
500	15557	15568	15562	15558	15421	15392	
501	15559	15567	15569	15560	15403	15402	
502	15559	15567	15565	15567	15422	15407	
503	15563	15564	15567	15559	15396	15376	
504	15556	15566	15566	15562	15335	15339	
505	15556	15566	15569	15561	15324	15305	
506	15559	15568	15563	15561	15245	15222	
507	15563	15562	15565	15561	15186	15181	
508	15558	15564	15566	15563	15191	15166	
509	15555	15563	15567	15561	15074	15067	
510	15562	15562	15563	15563	15121	15117	
511	15556	15563	15564	15565	15097	15075	
512	15555	15563	15563	15566	15037	15032	
513	15557	15567	15562	15562	15116	15104	
514	15556	15564	15564	15563	15004	14984	
515	15561	15566	15564	15560	15013	15021	
516	15558	15567	15567	15561	15031	15008	
517	15557	15560	15564	15565	14915	14902	
518	15558	15564	15567	15563	15018	15035	
519	15559	15561	15557	15565	14964	14935	
520	15560	15565	15562	15562	14975	14978	
521	15561	15564	15560	15567	15098	15094	
522	15559	15567	15567	15554	15009	14985	
523	15562	15558	15561	15562	15113	15127	
524	15559	15567	15563	15565	15117	15104	
525	15558	15564	15566	15557	15052	15036	
526	15558	15563	15561	15562	15154	15164	
527	15560	15561	15563	15557	15056	15036	
528	15558	15567	15565	15561	15083	15086	
529	15556	15566	15562	15564	15118	15131	
530	15558	15558	15565	15560	15067	15045	
531	15556	15566	15561	15566	15180	15191	
532	15557	15559	15562	15563	15145	15150	
533	15562	15566	15565	15561	15184	15164	
534	15559	15562	15563	15559	15264	15286	
535	15558	15557	15565	15562	15227	15209	
536	15555	15561	15564	15562	15262	15262	
537	15557	15562	15562	15561	15283	15300	
538	15555	15564	15564	15555	15260	15229	
539	15557	15563	15562	15566	15293	15298	
540	15563	15559	15563	15561	15302	15290	
541	15558	15560	15564	15564	15330	15312	
542	15560	15565	15561	15565	15385	15404	
543	15555	15560	15561	15558	15423	15401	
544	15558	15562	15565	15562	15501	15499	
545	15563	15563	15562	15565	15529	15536	
546	15557	15561	15567	15564	15567	15550	
547	15558	15564	15561	15562	15589	15596	
548	15560	15562	15563	15562	15576	15572	
549	15561	15562	15562	15563	15571	15568	
550	15555	15562	15566	15561	15523	15522	
551	15561	15558	15562	15559	15507	15496	
552	15556	15561	15564	15558	15495	15478	
553	15554	15566	15561	15559	15439	15436	
554	15558	15561	15556	15553	15473	15453	
555	15561	15567	15565	15562	15459	15442	
556	15561	15566	15560	15557	15446	15465	
557	15565	15564	15565	15562	15475	15449	
558	15554	15566	15569	15561	15403	15408	
559	15558	15558	15568	15564	15391	15382	
560	15560	15569	15561	15560	15372	15345	
561	15559	15559	15561	15559	15270	15271	
562	15558	15564	15562	15559	15272	15245	
563	15559	15560	15566	15560	15249	15240	
564	15554	15566	15569	15561	15158	15143	
565	15557	15559	15565	15559	15231	15209	
566	15560	15566	15561	15563	15187	15179	
567	15559	15564	15560	15560	15177	15173	
568	15558	15564	15571	15560	15258	15255	
569	15556	15562	15564	15561	15132	15118	
570	15559	15563	15566	15559	15206	15216	
571	15563	15563	15562	15562	15171	15150	
572	15555	15561	15564	15560	15045	15022	
573	15555	15562	15563	15559	15125	15121	
574	15562	15556	15571	15564	14981	14941	
575	15562	15567	15562	15560	14994	15000	
576	15551	15563	15562	15560	15030	15011	
577	15561	15560	15567	15560	14943	14929	
578	15556	15563	15569	15559	15081	15093	
579	15559	15561	15558	15556	15061	15033	
580	15561	15566	15565	15565	15079	15084	
581	15555	15564	15560	15560	15165	15175	
582	15559	15559	15564	15565	15117	15100	
583	15561	15568	15565	15564	15133	15142	
584	15557	15563	15561	15563	15120	15108	
585	15560	15561	15564	15559	15077	15059	
586	15558	15562	15563	15563	15119	15134	
587	15561	15563	15562	15556	15111	15092	
588	15558	15563	15567	15558	15127	15109	
589	15559	15565	15563	15560	15211	15230	
590	15555	15572	15566	15565	15215	15186	
591	15558	15562	15572	15561	15253	15266	
592	15556	15563	15562	15557	15315	15312	
593	15557	15563	15568	15557	15282	15264	
594	15556	15560	15565	15561	15332	15348	
595	15561	15562	15563	15564	15301	15272	
596	15557	15558	15564	15560	15284	15283	
597	15561	15561	15564	15563	15344	15354	
598	15557	15563	15561	15566	15299	15278	
599	15560	15560	15568	15564	15340	15342	
600	15556	15562	15564	15564	15368	15366	
601	15559	15566	15565	15563	15374	15359	
602	15563	15565	15562	15558	15445	15446	
603	15562	15563	15566	15562	15419	15406	
604	15560	15559	15562	15562	15456	15445	
605	15555	15565	15565	15563	15506	15515	
606	15556	15562	15566	15565	15497	15483	
607	15559	15566	15562	15561	15549	15543	
608	15556	15562	15563	15556	15550	15563	
609	15560	15567	15562	15565	15535	15515	
610	15559	15563	15570	15559	15559	15556	
611	15558	15563	15566	15561	15502	15504	
612	15556	15558	15563	15563	15508	15481	
613	15559	15561	15564	15558	15485	15487	
614	15558	15560	15564	15562	15442	15421	
615	15556	15565	15566	15566	15488	15488	
616	15560	15562	15563	15565	15458	15458	
617	15562	15567	15567	15559	15484	15453	
618	15558	15563	15563	15564	15492	15503	
619	15558	15564	15565	15556	15407	15389	
620	15563	15562	15564	15560	15428	15414	
621	15560	15563	15565	15562	15320	15309	
622	15559	15562	15564	15565	15238	15219	
623	15556	15568	15568	15561	15212	15210	
624	15559	15562	15568	15562	15082	15059	
625	15555	15564	15563	15561	15121	15114	
626	15558	15568	15560	15564	15079	15063	
627	15562	15561	15565	15563	15059	15048	
628	15558	15562	15563	15561	15143	15143	
629	15560	15562	15567	15557	15052	15033	
630	15557	15564	15566	15562	15123	15121	
631	15562	15562	15564	15563	15101	15086	
632	15558	15561	15563	15560	15033	15022	
633	15559	15562	15563	15560	15083	15072	
634	15558	15560	15569	15559	14980	14969	
635	15557	15566	15565	15559	14997	14996	
636	15555	15561	15566	15562	14996	14980	
637	15555	15563	15567	15558	14933	14924	
638	15559	15564	15566	15559	14977	14963	
639	15556	15563	15563	15562	14958	14950	
640	15557	15560	15568	15559	14963	14952	
641	15560	15565	15567	15562	15008	14997	
642	15560	15564	15565	15567	15040	15040	
643	15557	15566	15564	15564	15073	15060	
644	15556	15566	15563	15565	15121	15128	
645	15558	15564	15567	15560	15140	15127	
646	15557	15562	15564	15564	15153	15154	
647	15560	15565	15560	15563	15176	15173	
648	15558	15557	15561	15560	15115	15100	
649	15558	15565	15566	15560	15138	15142	
650	15557	15563	15562	15560	15152	15129	
651	15559	15562	15560	15563	15165	15162	
652	15553	15561	15560	15564	15232	15234	
653	15556	15565	15564	15565	15278	15259	
654	15558	15566	15564	15559	15371	15394	
655	15558	15562	15567	15562	15449	15440	
656	15563	15568	15566	15563	15481	15486	
657	15556	15560	15561	15556	15510	15508	
658	15561	15558	15564	15561	15522	15514	
659	15557	15567	15569	15561	15503	15510	
660	15552	15565	15563	15557	15482	15473	
661	15557	15563	15562	15564	15491	15490	
662	15560	15565	15565	15561	15474	15473	
663	15560	15562	15560	15563	15493	15490	
664	15562	15559	15565	15562	15494	15487	
665	15560	15558	15566	15561	15504	15501	
